"UniProt_ID"	"GENE_ID"	"Gene_Name"	"Gene_products"
"Q86HW2"	"DDB_G0349487"	"DDB_G0349487"	""
"Q86HW3"	"DDB_G0276437"	"DDB_G0276437"	""
"Q86HW6"	"DDB_G0276461"	"DDB_G0276461"	"NAK family protein kinase DDB_G0276461"
"Q86HW7"	"DDB_G0276425"	"nutf2"	"nuclear transport factor 2"
"Q86HX0"	"DDB_G0276417"	"pdhB"	"pyruvate dehydrogenase E1 beta subunit"
"Q86HX1"	"DDB_G0276423"	"hira"	"WD40 repeat-containing protein, histone cell cycle regulation defective homolog A, TUP1-like enhancer of split"
"Q86HX2"	"DDB_G0276421"	"DDB_G0276421"	""
"Q86HX3"	"DDB_G0276419"	"DDB_G0276419"	"thioesterase superfamily protein"
"Q86HX6"	"DDB_G0276881"	"DDB_G0276881"	"AN1-type zinc finger-containing protein, A20-type zinc finger-containing protein"
"Q86HX8"	"DDB_G0276879"	"DDB_G0276879"	""
"Q86HX9"	"DDB_G0276877"	"mybK"	"myb domain-containing protein, SSXT family protein"
"Q86HY9"	"DDB_G0273601"	"sigL-2"	"EGF-like domain-containing protein"
"Q86I03"	"DDB_G0275175"	"DDB_G0275175"	""
"Q86I04"	"DDB_G0275231"	"DDB_G0275231"	""
"Q86I06"	"DDB_G0275241"	"nek3"	"NEK family protein kinase Nek3"
"Q86I09"	"DDB_G0275129"	"ncapGb"	"putative non-SMC condensin I complex, subunit Gb"
"Q86I10"	"DDB_G0275251"	"DDB_G0275251"	""
"Q86I11"	"DDB_G0275109"	"DDB_G0275109"	""
"Q86I12"	"DDB_G0275103"	"DDB_G0275103"	"B-box zinc finger-containing protein/FNIP repeat-containing protein"
"Q86I14"	"DDB_G0275055"	"commd7"	"COMM domain-containing protein 7"
"Q86I15"	"DDB_G0275171"	"DDB_G0275171"	""
"Q86I16"	"DDB_G0275169"	"DDB_G0275169"	""
"Q86I17"	"DDB_G0275059"	"DDB_G0275059"	""
"Q86I18"	"DDB_G0275063"	"DDB_G0275063"	"unknown"
"Q86I19"	"DDB_G0275065"	"dmpA"	"transmembrane protein"
"Q86I20"	"DDB_G0275167"	"dstD"	"signal transducer and activator of transcription (STAT) family protein"
"Q86I22"	"DDB_G0275071"	"fahd1"	"Fumarylacetoacetate (FAA) hydrolase domain-containing protein"
"Q86I25"	"DDB_G0275079"	"hspG1"	"heat shock protein Hsp20 domain-containing protein, putative alpha-crystallin-type heat shock protein"
"Q86I26"	"DDB_G0275081"	"DDB_G0275081"	"2-aminomuconate deaminase"
"Q86I29"	"DDB_G0275163"	"DDB_G0275163"	""
"Q86I30"	"DDB_G0275083"	"DDB_G0275083"	""
"Q86I31"	"DDB_G0275085"	"gacFF"	"pleckstrin homology (PH) domain-containing protein, RhoGAP domain-containing protein, F-box-containing protein"
"Q86I32"	"DDB_G0275275"	"DDB_G0275275"	""
"Q86I33"	"DDB_G0275087"	"DDB_G0275087"	""
"Q86I34"	"DDB_G0275089"	"DDB_G0275089"	"Target of EGR1 protein 1"
"Q86I35"	"DDB_G0275277"	"DDB_G0275277"	"unknown"
"Q86I36"	"DDB_G0275279"	"DDB_G0275279"	"unknown"
"Q86I37"	"DDB_G0275091"	"DDB_G0275091"	"coiled-coil domain-containing protein"
"Q86I39"	"DDB_G0275019"	"DDB_G0275019"	""
"Q86I40"	"DDB_G0275013"	"omt4"	"O-methyltransferase family 2 protein"
"Q86I43"	"DDB_G0275161"	"DDB_G0275161"	"unknown"
"Q86I44"	"DDB_G0275157"	"limF"	"LIM-type zinc finger-containing protein"
"Q86I47"	"DDB_G0275053"	"DDB_G0275053"	"nmrA-like family protein"
"Q86I54"	"DDB_G0275155"	"DDB_G0275155"	""
"Q86I55"	"DDB_G0275043"	"DDB_G0275043"	""
"Q86I56"	"DDB_G0275297"	"DDB_G0275297"	""
"Q86I59"	"DDB_G0275041"	"DDB_G0275041"	""
"Q86I62"	"DDB_G0275039"	"DDB_G0275039"	"putative transmembrane protein"
"Q86I66"	"DDB_G0275035"	"zizA"	"DOCK family protein, putative guanine nucleotide exchange factor (GEF)"
"Q86I68"	"DDB_G0275033"	"DDB_G0275033"	"unknown"
"Q86I69"	"DDB_G0275031"	"DDB_G0275031"	""
"Q86I71"	"DDB_G0275027"	"DDB_G0275027"	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
"Q86I75"	"DDB_G0275317"	"DDB_G0275317"	""
"Q86I79"	"DDB_G0271902"	"pscA"	"putative peptidase S13, D-Ala-D-Ala carboxypeptidase C, carboxypeptidase"
"Q86I81"	"DDB_G0271922"	"mcfI"	"mitochondrial substrate carrier family protein I"
"Q86I82"	"DDB_G0271924"	"aspA"	"L-asparaginase I"
"Q86I83"	"DDB_G0271900"	"DDB_G0271900"	""
"Q86I84"	"DDB_G0271898"	"DDB_G0271898"	""
"Q86I85"	"DDB_G0271896"	"DDB_G0271896"	"unknown"
"Q86I87"	"DDB_G0271894"	"DDB_G0271894"	""
"Q86I88"	"DDB_G0271890"	"DDB_G0271890"	""
"Q86I89"	"DDB_G0271888"	"DDB_G0271888"	""
"Q86I91"	"DDB_G0271920"	"DDB_G0271920"	"unknown"
"Q86I95"	"DDB_G0276319"	"fam18A"	"FAM18-like protein 1"
"Q86IA1"	"DDB_G0276165"	"DDB_G0276165"	"unknown"
"Q86IA3"	"DDB_G0276141"	"pdi1"	"protein disulfide isomerase"
"Q86IA6"	"DDB_G0275641"	"DDB_G0275641"	""
"Q86IA8"	"DDB_G0275639"	"DDB_G0275639"	""
"Q86IB2"	"DDB_G0275521"	"DDB_G0275521"	""
"Q86IB4"	"DDB_G0275519"	"DDB_G0275519"	""
"Q86IB5"	"DDB_G0275517"	"gtf2h3"	"general transcription factor IIH, polypeptide 3"
"Q86IB7"	"DDB_G0275637"	"abcF3"	"ABC transporter-related protein"
"Q86IC0"	"DDB_G0275513"	"DDB_G0275513"	"DUF962 family protein"
"Q86IC4"	"DDB_G0275511"	"DDB_G0275511"	""
"Q86IC5"	"DDB_G0275509"	"DDB_G0275509"	""
"Q86IC6"	"DDB_G0275505"	"DDB_G0275505"	""
"Q86IC7"	"DDB_G0275503"	"DDB_G0275503"	""
"Q86IC8"	"DDB_G0275501"	"omt6"	"O-methyltransferase family 3 protein"
"Q86IC9"	"DDB_G0275499"	"omt5"	"O-methyltransferase family 3 protein"
"Q86ID0"	"DDB_G0275497"	"DDB_G0275497"	""
"Q86ID2"	"DDB_G0275491"	"DDB_G0275491"	""
"Q86ID3"	"DDB_G0275489"	"DDB_G0275489"	""
"Q86ID4"	"DDB_G0275487"	"DDB_G0275487"	""
"Q86IE2"	"DDB_G0275633"	"DDB_G0275633"	"DEAD/DEAH box helicase, superkiller viralicidic activity 2-like protein"
"Q86IE5"	"DDB_G0275631"	"DDB_G0275631"	"protein phosphatase 2C-related protein"
"Q86IE7"	"DDB_G0275625"	"tlp4"	""
"Q86IF1"	"DDB_G0275623"	"mcm4"	"MCM family protein, putative DNA replication licensing factor"
"Q86IF2"	"DDB_G0272672"	"DDB_G0272672"	"C2H2-type zinc finger-containing protein"
"Q86IF3"	"DDB_G0272674"	"DDB_G0272674"	"unknown"
"Q86IF6"	"DDB_G0272989"	"vps5"	"Phox domain-containing protein, putative sorting nexin"
"Q86IF9"	"DDB_G0272678"	"DDB_G0272678"	"Phosphatidylethanolamine N-methyltransferase"
"Q86IG2"	"DDB_G0272682"	"DDB_G0272682"	"endonuclease/exonuclease/phosphatase domain-containing protein, cry34 related protein"
"Q86IG3"	"DDB_G0272835"	"plip"	"phosphatidylinositol phosphatase, phosphoinositide phosphatase, phospholipid-inositol phosphatase"
"Q86IG4"	"DDB_G0272688"	"DDB_G0272688"	"NmrA-like protein"
"Q86IG6"	"DDB_G0272690"	"DDB_G0272690"	""
"Q86IG8"	"DDB_G0272692"	"DDB_G0272692"	""
"Q86IG9"	"DDB_G0272694"	"gacH"	"RhoGAP domain-containing protein"
"Q86IH1"	"DDB_G0272967"	"hbx4"	"homeobox transcription factor Hbx4"
"Q86IH2"	"DDB_G0272965"	"DDB_G0272965"	""
"Q86IH5"	"DDB_G0272696"	"DDB_G0272696"	""
"Q86II1"	"DDB_G0272929"	"isg12"	""
"Q86II4"	"DDB_G0272706"	"tps3"	"terpene synthase 3"
"Q86II5"	"DDB_G0272710"	"nat9"	"N-acetyltransferase 9"
"Q86II9"	"DDB_G0272714"	"DDB_G0272714"	""
"Q86IJ0"	"DDB_G0272716"	"DDB_G0272716"	"putative transmembrane protein"
"Q86IJ1"	"DDB_G0272566"	"psmD14"	"26S proteasome non-ATPase regulatory subunit 14, putative multidrug resistance protein"
"Q86IJ4"	"DDB_G0272947"	"DDB_G0272947"	"unknown"
"Q86IJ5"	"DDB_G0272718"	"DDB_G0272718"	"unknown"
"Q86IJ6"	"DDB_G0272720"	"DDB_G0272720"	"unknown"
"Q86IK1"	"DDB_G0272724"	"DDB_G0272724"	"unknown"
"Q86IK2"	"DDB_G0272726"	"DDB_G0272726"	""
"Q86IL4"	"DDB_G0272662"	"DDB_G0272662"	"putative protein tyrosine phosphatase, dual specificity"
"Q86IL5"	"DDB_G0272668"	"ppr2"	"protein phosphatase 4 regulatory subunit 2"
"Q86IL9"	"DDB_G0272196"	"DDB_G0272196"	"copine family protein"
"Q86IM3"	"DDB_G0272194"	"DDB_G0272194"	""
"Q86IU3"	"DDB_G0276531"	"DDB_G0276531"	"putative tRNase Z, putative ribonuclease Z"
"Q86IU4"	"DDB_G0276401"	"DDB_G0276401"	""
"Q86IU8"	"DDB_G0274373"	"gtr1"	"putative glycosyltransferase, putative sulfotransferase"
"Q86IV0"	"DDB_G0274369"	"DDB_G0274369"	""
"Q86IV1"	"DDB_G0274363"	"DDB_G0274363"	""
"Q86IV3"	"DDB_G0274361"	"prpf38a"	"putative U4/U6.U5 small nuclear ribonucleoparticle-associated protein, pre-mRNA processing factor 38"
"Q86IV4"	"DDB_G0274775"	"phdI"	"pleckstrin homology (PH) domain-containing protein"
"Q86IV5"	"DDB_G0274597"	"ctnA"	"CF complex subunit Countin"
"Q86IV6"	"DDB_G0274777"	"DDB_G0274777"	"DEAD/DEAH box helicase domain-containing protein, DNA replication helicase"
"Q86IV7"	"DDB_G0274359"	"cbpK"	"calcium-binding protein, NCS-1/frequenin-related protein"
"Q86IV8"	"DDB_G0274357"	"DDB_G0274357"	"calcium-binding protein, NCS-1/frequenin-related protein"
"Q86IV9"	"DDB_G0274355"	"DDB_G0274355"	""
"Q86IW0"	"DDB_G0274779"	"DDB_G0274779"	"unknown"
"Q86IW1"	"DDB_G0274353"	"DDB_G0274353"	""
"Q86IW3"	"DDB_G0274351"	"DDB_G0274351"	"5'-3' exonuclease domain-containing protein"
"Q86IW5"	"DDB_G0274347"	"DDB_G0274347"	""
"Q86IW7"	"DDB_G0274789"	"DDB_G0274789"	"80 kDa MCM3-associated protein"
"Q86IW8"	"DDB_G0274791"	"commd5"	"COMM domain-containing protein 5"
"Q86IW9"	"DDB_G0274793"	"DDB_G0274793"	""
"Q86IX1"	"DDB_G0274593"	"dst1"	"STE20 family protein kinase Dst1"
"Q86IX2"	"DDB_G0274591"	"dolpp1"	"dolichyldiphosphatase 1"
"Q86IX3"	"DDB_G0274589"	"cofF"	"cofilin"
"Q86IX4"	"DDB_G0274587"	"nup62"	"nuclear pore protein, nucleoporin 62"
"Q86IX5"	"DDB_G0274583"	"DDB_G0274583"	""
"Q86IX6"	"DDB_G0274581"	"DDB_G0274581"	"bromodomain-containing protein, BRD group protein"
"Q86IX8"	"DDB_G0274329"	"DDB_G0274329"	"cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase)"
"Q86IY1"	"DDB_G0274333"	"DDB_G0274333"	""
"Q86IY2"	"DDB_G0274335"	"DDB_G0274335"	""
"Q86IY3"	"DDB_G0274337"	"DDB_G0274337"	""
"Q86IY4"	"DDB_G0274339"	"DDB_G0274339"	"acetyl-CoA C-acyltransferase, beta-ketothiolase, 3-ketoacyl-CoA thiolase"
"Q86IY5"	"DDB_G0274341"	"htmA"	"putative regulator of adhesion and motility 3"
"Q86IY6"	"DDB_G0274343"	"DDB_G0274343"	"unknown"
"Q86IY7"	"DDB_G0274345"	"DDB_G0274345"	"stomatin-like protein"
"Q86IZ2"	"DDB_G0274311"	"DDB_G0274311"	"GRIM-19 domain-containing protein, NADH-ubiquinone oxidoreductase"
"Q86IZ3"	"DDB_G0274313"	"pex4"	"putative ubiquitin-conjugating enzyme E2, peroxisomal biogenesis factor 4, peroxin 4"
"Q86IZ4"	"DDB_G0274315"	"dpiA"	"protein phosphatase inhibitor 2"
"Q86IZ5"	"DDB_G0274317"	"DDB_G0274317"	""
"Q86IZ7"	"DDB_G0274319"	"DDB_G0274319"	""
"Q86IZ8"	"DDB_G0274323"	"DDB_G0274323"	""
"Q86IZ9"	"DDB_G0274325"	"ddx52"	"putative RNA helicase, DEAD/DEAH box helicase"
"Q86J02"	"DDB_G0274571"	"mmgt"	"putative transmembrane protein, TMEM32 family protein, membrane magnesium transporter"
"Q86J03"	"DDB_G0274303"	"DDB_G0274303"	"CDGSH iron-sulfur domain-containing protein"
"Q86J04"	"DDB_G0274305"	"DDB_G0274305"	"unknown"
"Q86J06"	"DDB_G0274307"	"DDB_G0274307"	""
"Q86J11"	"DDB_G0274267"	"DDB_G0274267"	"Kelch repeat-containing protein, galactose oxidase domain-containing protein"
"Q86J12"	"DDB_G0274269"	"DDB_G0274269"	"putative histone acetyltransferase"
"Q86J13"	"DDB_G0274271"	"DDB_G0274271"	""
"Q86J14"	"DDB_G0274273"	"DDB_G0274273"	"Double C2-like domain-containing protein beta"
"Q86J15"	"DDB_G0274275"	"DDB_G0274275"	""
"Q86J16"	"DDB_G0274827"	"DDB_G0274827"	"peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)"
"Q86J17"	"DDB_G0274281"	"ppiH"	"U4/U6 small nuclear ribonucleoprotein, cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase), peptidyl-prolyl cis-trans isomerase H"
"Q86J18"	"DDB_G0274287"	"fslC"	"frizzled and smoothened-like protein C"
"Q86J19"	"DDB_G0274289"	"DDB_G0274289"	""
"Q86J21"	"DDB_G0274293"	"DDB_G0274293"	""
"Q86J22"	"DDB_G0274295"	"DDB_G0274295"	"RWP-RK domain-containing protein"
"Q86J23"	"DDB_G0274833"	"mapksp1"	"mitogen-activated protein kinase kinase 1-interacting protein, mitogen-activated protein kinase scaffold protein 1"
"Q86J24"	"DDB_G0274297"	"fut3"	"glycosyltransferase, alpha-3/4-fucosyltransferase"
"Q86J25"	"DDB_G0274299"	"DDB_G0274299"	"unknown"
"Q86JA1"	"DDB_G0276917"	"psmC2"	"26S proteasome ATPase 2 subunit, 26S protease regulatory subunit 7"
"Q86JA2"	"DDB_G0276915"	"DDB_G0276915"	""
"Q86JA4"	"DDB_G0276911"	"DDB_G0276911"	""
"Q86JA7"	"DDB_G0276907"	"DDB_G0276907"	""
"Q86JA8"	"DDB_G0276905"	"DDB_G0276905"	""
"Q86JB0"	"DDB_G0277003"	"DDB_G0277003"	"Protein FAM86B2"
"Q86JB3"	"DDB_G0277025"	"DDB_G0277025"	"Uncharacterized protein yedJ"
"Q86JB4"	"DDB_G0276901"	"DDB_G0276901"	""
"Q86JB5"	"DDB_G0276899"	"DDB_G0276899"	"putative mitochondrial outer membrane TOB/SAM complex protein metaxin"
"Q86JB6"	"DDB_G0276897"	"DDB_G0276897"	"PhoPQ-activated pathogenicity-related protein"
"Q86JC1"	"DDB_G0272666"	"DDB_G0272666"	"putative ankyrin repeat protein"
"Q86JC5"	"DDB_G0275957"	"sf3b1"	"HEAT repeat-containing protein, armadillo-like helical domain-containing protein, splicing factor 3B subunit 1"
"Q86JC8"	"DDB_G0275955"	"rabH"	"Rab GTPase"
"Q86JC9"	"DDB_G0275959"	"DDB_G0275959"	"cellular retinaldehyde-binding/triple function domain-containing protein"
"Q86JD2"	"DDB_G0276367"	"DDB_G0276367"	""
"Q86JD3"	"DDB_G0276365"	"DDB_G0276365"	"glycoside hydrolase family 18 protein"
"Q86JD4"	"DDB_G0276359"	"sec11"	"microsomal signal peptidase subunit"
"Q86JD9"	"DDB_G0276327"	"DDB_G0276327"	""
"Q86JE1"	"DDB_G0272130"	"DDB_G0272130"	"recoverin family protein"
"Q86JE3"	"DDB_G0272128"	"DDB_G0272128"	"3-hydroxyacyl-CoA dehydrogenase type-2, 17-beta-hydroxysteroid dehydrogenase 10"
"Q86JE4"	"DDB_G0272126"	"DDB_G0272126"	""
"Q86JE5"	"DDB_G0272124"	"kdelr"	"ER lumen protein retaining receptor, KDEL endoplasmic reticulum protein retention receptor"
"Q86JE7"	"DDB_G0277573"	"DDB_G0277573"	""
"Q86JF2"	"DDB_G0271504"	"lvsB"	"lysosomal trafficking regulator LvsB"
"Q86JG2"	"DDB_G0271554"	"DDB_G0271554"	""
"Q86JG3"	"DDB_G0271552"	"DDB_G0271552"	"SAM/PH domain-containing protein"
"Q86JG4"	"DDB_G0271548"	"DDB_G0271548"	""
"Q86JG6"	"DDB_G0271546"	"DDB_G0271546"	""
"Q86JH5"	"DDB_G0271632"	"pus7"	"tRNA pseudouridine synthase D"
"Q86JH9"	"DDB_G0271536"	"rcnA"	"modulatory calcineurin-interacting protein"
"Q86JI0"	"DDB_G0271534"	"DDB_G0271534"	""
"Q86JI9"	"DDB_G0271514"	"rpc5"	"RNA polymerase III subunit"
"Q86JJ0"	"DDB_G0271512"	"trmt61"	"tRNA(m1A58)-methyltransferase subunit, tRNA (adenine-N(1)-)-methyltransferase catalytic subunit"
"Q86JJ1"	"DDB_G0271510"	"DDB_G0271510"	""
"Q86JJ5"	"DDB_G0277677"	"rpb11"	"RNA polymerase II core subunit"
"Q86JJ7"	"DDB_G0277675"	"DDB_G0277675"	"RasGTPase-activating protein"
"Q86JK9"	"DDB_G0272134"	"DDB_G0272134"	""
"Q86JL1"	"DDB_G0272140"	"DDB_G0272140"	"unknown"
"Q86JL2"	"DDB_G0272142"	"DDB_G0272142"	"prokaryotic/mitochondrial release factor family protein"
"Q86JL4"	"DDB_G0272146"	"DDB_G0272146"	"unknown"
"Q86JL6"	"DDB_G0271742"	"DDB_G0271742"	"UPF0548 family protein"
"Q86JM1"	"DDB_G0272026"	"DDB_G0272026"	""
"Q86JM2"	"DDB_G0272024"	"DDB_G0272024"	""
"Q86JM3"	"DDB_G0272022"	"rpc34"	"RNA polymerase III subunit"
"Q86JM4"	"DDB_G0272016"	"DDB_G0272016"	"DCUN1 domain-containing protein"
"Q86JM5"	"DDB_G0272012"	"DDB_G0272012"	"GNS1/SUR4 family protein"
"Q86JM6"	"DDB_G0272006"	"DDB_G0272006"	"unknown"
"Q86JM7"	"DDB_G0272004"	"p2xA"	"ATP-gated ion channel P2XA"
"Q86JM8"	"DDB_G0272002"	"egeA"	"C2 domain-containing protein EgeA"
"Q86JN1"	"DDB_G0272062"	"DDB_G0272062"	""
"Q86JN4"	"DDB_G0271988"	"DDB_G0271988"	"transmembrane protein"
"Q86JN5"	"DDB_G0271990"	"DDB_G0271990"	""
"Q86JN6"	"DDB_G0271992"	"DDB_G0271992"	""
"Q86JP0"	"DDB_G0294583"	"DDB_G0294583"	"Ras GTPase"
"Q86JP3"	"DDB_G0271984"	"rab5A"	"Rab GTPase"
"Q86JP5"	"DDB_G0271980"	"rabR"	"Rab GTPase"
"Q86JP9"	"DDB_G0271972"	"DDB_G0271972"	""
"Q86K01"	"DDB_G0273983"	"rpl15-2"	"S60 ribosomal protein L15"
"Q86K21"	"DDB_G0272875"	"cpnB-1"	"copine B"
"Q86K31"	"DDB_G0277359"	"DDB_G0277359"	"Pseudouridylate synthase PUS5"
"Q86K32"	"DDB_G0277267"	"ube2n"	"putative ubiquitin-conjugating enzyme E2"
"Q86K35"	"DDB_G0277289"	"pigH"	"putative glycosyltransferase, putative GlcNAc transferase, phosphatidylinositol glycan, class H"
"Q86K37"	"DDB_G0277261"	"DDB_G0277261"	""
"Q86K38"	"DDB_G0277259"	"DDB_G0277259"	""
"Q86K39"	"DDB_G0277257"	"DDB_G0277257"	"Nucleoporin SEH1"
"Q86K40"	"DDB_G0277255"	"DDB_G0277255"	""
"Q86K41"	"DDB_G0277251"	"DDB_G0277251"	""
"Q86K42"	"DDB_G0277249"	"DDB_G0277249"	"ankyrin repeat-containing protein"
"Q86K43"	"DDB_G0277247"	"apnB"	"putative endonuclease III, putative DNA-(apurinic or apyrimidinic site) lyase"
"Q86K46"	"DDB_G0277243"	"trafF"	"TNF receptor-associated factor F"
"Q86K47"	"DDB_G0277341"	"DDB_G0277341"	"PHD zinc finger-containing protein"
"Q86K48"	"DDB_G0277149"	"DDB_G0277149"	"TPR repeat-containing protein, tetratricopeptide repeat-containing protein"
"Q86K54"	"DDB_G0277237"	"fspA"	"folate-sensing protein A"
"Q86K56"	"DDB_G0277233"	"DDB_G0277233"	"hssA/2C/7E family protein"
"Q86K57"	"DDB_G0277231"	"ndufs8"	"NADH-ubiquinone oxidoreductase 23 kDa subunit, NADH dehydrogenase (ubiquinone) Fe-S protein 8"
"Q86K58"	"DDB_G0277229"	"DDB_G0277229"	""
"Q86K59"	"DDB_G0277227"	"DDB_G0277227"	"unknown"
"Q86K60"	"DDB_G0277225"	"DDB_G0277225"	""
"Q86K61"	"DDB_G0277205"	"DDB_G0277205"	""
"Q86K62"	"DDB_G0277201"	"DDB_G0277201"	""
"Q86K63"	"DDB_G0277197"	"DDB_G0277197"	""
"Q86K64"	"DDB_G0277195"	"mrps17"	"ribosomal protein S17, mitochondrial"
"Q86K66"	"DDB_G0277329"	"DDB_G0277329"	"ubiquitin domain-containing protein"
"Q86K67"	"DDB_G0277327"	"DDB_G0277327"	""
"Q86K68"	"DDB_G0277191"	"DDB_G0277191"	"cellulose-binding domain-containing protein"
"Q86K69"	"DDB_G0277189"	"DDB_G0277189"	""
"Q86K73"	"DDB_G0277187"	"DDB_G0277187"	""
"Q86K74"	"DDB_G0277185"	"DDB_G0277185"	""
"Q86K78"	"DDB_G0277181"	"DDB_G0277181"	""
"Q86K80"	"DDB_G0277179"	"DDB_G0277179"	"DUF647 family protein"
"Q86K81"	"DDB_G0277177"	"DDB_G0277177"	"UPF0431 protein C1orf66"
"Q86K84"	"DDB_G0277219"	"vps13l"	"unknown"
"Q86K86"	"DDB_G0277215"	"iptA"	"adenylate dimethylallyltransferase"
"Q86K88"	"DDB_G0277309"	"cnrJ"	"carbohydrate-binding domain-containing protein, putative cell number regulator"
"Q86K89"	"DDB_G0277213"	"DDB_G0277213"	"unknown"
"Q86K90"	"DDB_G0277211"	"DDB_G0277211"	"DEAD/DEAH box helicase, superkiller viralicidic activity 2-like protein"
"Q86K91"	"DDB_G0277209"	"DDB_G0277209"	"unknown"
"Q86K92"	"DDB_G0277207"	"DDB_G0277207"	""
"Q86K93"	"DDB_G0277133"	"DDB_G0277133"	"SNF7 family protein"
"Q86K94"	"DDB_G0277135"	"trappc3"	"trafficking protein particle complex subunit 3"
"Q86K95"	"DDB_G0277131"	"gxcBB"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein, calponin homology (CH) domain-containing protein"
"Q86K96"	"DDB_G0277129"	"DDB_G0277129"	""
"Q86KA1"	"DDB_G0274407"	"DDB_G0274407"	"39S ribosomal protein L12, mitochondrial"
"Q86KA2"	"DDB_G0274405"	"DDB_G0274405"	""
"Q86KA4"	"DDB_G0274401"	"DDB_G0274401"	"unknown"
"Q86KA8"	"DDB_G0274967"	"aplL"	"amoebapore-like protein L"
"Q86KA9"	"DDB_G0274397"	"DDB_G0274397"	""
"Q86KB1"	"DDB_G0274395"	"adcB"	"arrestin domain-containing protein AdcB"
"Q86KB2"	"DDB_G0274393"	"DDB_G0274393"	""
"Q86KB3"	"DDB_G0274207"	"DDB_G0274207"	"peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)"
"Q86KB4"	"DDB_G0274195"	"DDB_G0274195"	"Microcephalin"
"Q86KB5"	"DDB_G0274205"	"DDB_G0274205"	""
"Q86KB6"	"DDB_G0274189"	"ecmJ"	"cellulose-binding domain-containing protein, putative extracellular matrix protein"
"Q86KB7"	"DDB_G0274187"	"DDB_G0274187"	""
"Q86KC0"	"DDB_G0274183"	"DDB_G0274183"	"leucine-rich repeat-containing protein (LRR)"
"Q86KC1"	"DDB_G0274181"	"lyEh1"	"Entamoeba-type lysozyme protein 1"
"Q86KC3"	"DDB_G0274175"	"DDB_G0274175"	""
"Q86KC6"	"DDB_G0274173"	"DDB_G0274173"	""
"Q86KC7"	"DDB_G0274171"	"stcC"	"unknown"
"Q86KC8"	"DDB_G0274389"	"pARTf"	"poly(ADP-ribose) polymerase, catalytic region domain-containing protein, WWE domain-containing protein"
"Q86KD0"	"DDB_G0274169"	"DDB_G0274169"	"bolA family protein"
"Q86KD1"	"DDB_G0274167"	"cand1"	"HEAT repeat-containing protein, cullin-associated neddylation-disassociated protein 1"
"Q86KD2"	"DDB_G0274165"	"DDB_G0274165"	""
"Q86KD3"	"DDB_G0274163"	"DDB_G0274163"	"unknown"
"Q86KD4"	"DDB_G0274385"	"DDB_G0274385"	"Cysteine proteinase 1, mitochondrial"
"Q86KD5"	"DDB_G0274161"	"DDB_G0274161"	"nmrA-like family protein"
"Q86KD6"	"DDB_G0274157"	"DDB_G0274157"	""
"Q86KD7"	"DDB_G0274145"	"DDB_G0274145"	""
"Q86KD9"	"DDB_G0274149"	"DDB_G0274149"	""
"Q86KE4"	"DDB_G0274153"	"DDB_G0274153"	"protein phosphatase 2C"
"Q86KE6"	"DDB_G0274143"	"DDB_G0274143"	""
"Q86KE7"	"DDB_G0274139"	"cycC"	"cyclin C"
"Q86KF0"	"DDB_G0276959"	"DDB_G0276959"	""
"Q86KF5"	"DDB_G0276953"	"hspG9"	"heat shock protein Hsp20 domain-containing protein"
"Q86KF9"	"DDB_G0272522"	"sgkA"	"sphingosine kinase"
"Q86KG4"	"DDB_G0272498"	"osbD"	"oxysterol binding family protein, member 4"
"Q86KG5"	"DDB_G0272496"	"DDB_G0272496"	""
"Q86KG9"	"DDB_G0272486"	"sec7"	"Arf guanyl-nucleotide exchange factor Sec7"
"Q86KI1"	"DDB_G0273439"	"ap2a1-1"	"adaptor-related protein complex 2, alpha subunit, alpha adaptin"
"Q86KK0"	"DDB_G0274253"	"DDB_G0274253"	""
"Q86KK2"	"DDB_G0274257"	"fhit"	"bis(5'-adenosyl)-triphosphatase, fragile histidine triad protein"
"Q86KK3"	"DDB_G0274259"	"DDB_G0274259"	""
"Q86KK4"	"DDB_G0274261"	"DDB_G0274261"	""
"Q86KK8"	"DDB_G0274249"	"DDB_G0274249"	""
"Q86KL0"	"DDB_G0274245"	"DDB_G0274245"	""
"Q86KL1"	"DDB_G0274241"	"bre1"	"RING zinc finger-containing protein, RmlC-like cupin family protein"
"Q86KL3"	"DDB_G0271908"	"mrrA"	"transmembrane protein"
"Q86KL4"	"DDB_G0271910"	"DDB_G0271910"	"PUA domain-containing protein, MCTS1 family protein"
"Q86KL6"	"DDB_G0277581"	"DDB_G0277581"	""
"Q86KL7"	"DDB_G0277665"	"DDB_G0277665"	""
"Q86KL8"	"DDB_G0277583"	"DDB_G0277583"	""
"Q86KL9"	"DDB_G0277599"	"DDB_G0277599"	""
"Q86KM0"	"DDB_G0277597"	"gpt3"	"putative glycophosphotransferase, Stealth family protein"
"Q86KP5"	"DDB_G0277015"	"msp"	"membrane selenoprotein"
"Q86KP6"	"DDB_G0276935"	"DDB_G0276935"	"DDHD domain-containing protein"
"Q86KP9"	"DDB_G0276931"	"DDB_G0276931"	""
"Q86KQ5"	"DDB_G0276929"	"DDB_G0276929"	""
