"UniProt_ID"	"GENE_ID"	"Gene_Name"	"Gene_products"	"padj"
"Q55AN3"	"DDB_G0271812"	"DDB_G0271812"	"SH3 domain-containing protein, FCH domain-containing protein"	0.61
"Q55BP2"	"DDB_G0270420"	"DDB_G0270420"	"sucraseferredoxin-like family protein"	0.61
"Q55CY3"	"DDB_G0269854"	"amdhd1"	"imidazolonepropionase, amidohydrolase domain containing protein 1"	0.61
"Q55E33"	"DDB_G0269412"	"paf1"	"RNA polymerase II-associated factor 1"	0.61
"Q55GW5"	"DDB_G0267480"	"nup93"	"nucleoporin 93"	0.61
"Q75JD5"	"DDB_G0271678"	"pckA"	"phosphoenolpyruvate carboxykinase"	0.61
"Q75JX0"	"DDB_G0272462"	"qprt"	"nicotinate-nucleotide diphosphorylase (carboxylating)"	0.61
"Q86L04"	"DDB_G0276947"	"trap1"	"heat shock protein Hsp90 family protein"	0.61
"O21032"	"DDB_G0294042"	"mrpl16"	"ribosomal protein L16, mitochondrial, ribosomal protein L16"	0.62
"Q54GP0"	"DDB_G0290027"	"DDB_G0290027"	"bolA family protein"	0.62
"Q54KJ7"	"DDB_G0287309"	"DDB_G0287309"	""	0.62
"Q54LV8"	"DDB_G0286389"	"rpl34"	"S60 ribosomal protein L34"	0.62
"Q54MZ8"	"DDB_G0285759"	"mmetS"	"methionyl-tRNA synthetase, methionine-tRNA ligase, methionyl-tRNA synthetase, mitochondrial, methionine-tRNA ligase, mitochondrial"	0.62
"Q54P71"	"DDB_G0284755"	"DDB_G0284755"	"histidine acid phosphatase family protein"	0.62
"Q54PC6"	"DDB_G0284643"	"DDB_G0284643"	"Hsp70-binding protein 1"	0.62
"Q54SA7"	"DDB_G0282569"	"sf3b3"	"CPSF domain-containing protein, splicing factor 3B subunit 3"	0.62
"Q54U24"	"DDB_G0281351"	"trappc12"	"trafficking protein particle complex subunit 12"	0.62
"Q54UI3"	"DDB_G0281061"	"wdr4"	"WD40 repeat-containing protein"	0.62
"Q54XI9"	"DDB_G0278909"	"DDB_G0278909"	"leucine-rich repeat-containing protein (LRR), armadillo repeat-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ARMK family protein kinase"	0.62
"Q55GJ5"	"DDB_G0267644"	"DDB_G0267644"	""	0.62
"Q76NV3"	"DDB_G0277483"	"DDB_G0277483"	""	0.62
"Q867F5"	"DDB_G0273493"	"DDB_G0273493"	""	0.62
"Q86AS4"	"DDB_G0274995"	"DDB_G0274995"	"Uncharacterized RNA-binding protein YPL184C"	0.62
"Q86I71"	"DDB_G0275027"	"DDB_G0275027"	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	0.62
"Q86JP3"	"DDB_G0271984"	"rab5A"	"Rab GTPase"	0.62
"Q95ZG3"	"DDB_G0285849"	"spc97"	"spindle pole body component 97"	0.62
"Q9GSG9"	"DDB_G0293834"	"wasA"	"Wiscott-Aldrich syndrome protein"	0.62
"P26310"	"DDB_G0282097"	"cxfA"	"cytochrome c oxidase subunit VI"	0.63
"P34148"	"DDB_G0279605"	"racB"	"Rho GTPase RacB"	0.63
"P54674"	"DDB_G0283081"	"pikB"	"phosphatidylinositol-4,5-diphosphate 3-kinase 2"	0.63
"Q54BA2"	"DDB_G0293800"	"DDB_G0293800"	"BRD family protein kinase DDB_G0293800"	0.63
"Q54D02"	"DDB_G0292604"	"dduC"	"ribosomal protein/NADH dehydrogenase domain"	0.63
"Q54E22"	"DDB_G0291866"	"ndufab1"	"acyl carrier protein, NADH dehydrogenase ubiquinone 1, alpha/beta subcomplex, NADH-ubiquinone oxidoreductase"	0.63
"Q54ES8"	"DDB_G0291656"	"ykt6"	"longin domain-containing protein, v-SNARE family protein"	0.63
"Q54FU3"	"DDB_G0290587"	"DDB_G0290587"	"unknown"	0.63
"Q54HG7"	"DDB_G0289471"	"auh"	"enoyl-CoA hydratase/isomerase domain-containing protein, methylglutaconyl-CoA hydratase"	0.63
"Q54PH5"	"DDB_G0284563"	"cwc2"	"pre-mRNA-splicing factor cwc2"	0.63
"Q54PY7"	"DDB_G0284225"	"ucpC"	"mitochondrial substrate carrier family protein, mitochondrial 2-oxoglutarate/malate carrier protein, mitochondrial brown fat uncoupling family protein"	0.63
"Q54QM4"	"DDB_G0283857"	"lig3"	"BRCT domain-containing protein, DNA ligase III"	0.63
"Q54S87"	"DDB_G0282607"	"crsA"	"ceramide synthase, sphingosine N-acyltransferase, dihydroxyceramide synthase"	0.63
"Q54XX1"	"DDB_G0278543"	"srpRB"	"signal recognition particle receptor beta subunit"	0.63
"Q556J0"	"DDB_G0274019"	"tkt-2"	"transketolase"	0.63
"Q556Y3"	"DDB_G0273739"	"DDB_G0273739"	"PH domain-containing protein"	0.63
"Q55A66"	"DDB_G0272098"	"trafP"	"TNF receptor-associated factor P"	0.63
"Q55BQ9"	"DDB_G0270402"	"DDB_G0270402"	"unknown"	0.63
"Q55C67"	"DDB_G0270202"	"DDB_G0270202"	"Pre-rRNA-processing protein TSR2 homolog"	0.63
"Q55D61"	"DDB_G0269192"	"tifA"	"DEAD/DEAH box helicase domain-containing protein, eukaryotic translation initiation factor 4A"	0.63
"Q8T662"	"DDB_G0293528"	"arsA"	"arsenite transport subunit A, arsenite-translocating ATPase"	0.63
"Q9BI24"	"DDB_G0272795"	"3B-1"	"prespore-specific protein"	0.63
"C7G014"	"DDB_G0279863"	"DDB_G0279863"	"unknown"	0.64
"O21048"	"DDB_G0294020"	"nad2"	"NADH dehydrogenase subunit 2"	0.64
"Q54BB7"	"DDB_G0293768"	"fut9"	"glycosyltransferase, alpha-3/4-fucosyltransferase"	0.64
"Q54DJ5"	"DDB_G0292226"	"DDB_G0292226"	""	0.64
"Q54HH7"	"DDB_G0289455"	"DDB_G0289455"	""	0.64
"Q54IK1"	"DDB_G0288701"	"ragA"	"Ras-related GTP-binding protein"	0.64
"Q54IU1"	"DDB_G0288519"	"DDB_G0288519"	"unknown"	0.64
"Q54JE9"	"DDB_G0288093"	"DDB_G0288093"	"RING zinc finger-containing protein, Zinc finger, N-recognin domain-containing protein"	0.64
"Q54PM7"	"DDB_G0284433"	"DDB_G0284433"	"N-acetyl-D-glucosamine kinase"	0.64
"Q54PM8"	"DDB_G0284431"	"udpA"	"uridine phosphorylase"	0.64
"Q54QK0"	"DDB_G0283803"	"DDB_G0283803"	"phosphatidylethanolamine-binding protein PEBP"	0.64
"Q54T45"	"DDB_G0282011"	"DDB_G0282011"	"GPI transamidase subunit PIG-U family protein"	0.64
"Q54TI0"	"DDB_G0281737"	"DDB_G0281737"	"Inositol polyphosphate multikinase"	0.64
"Q54TR7"	"DDB_G0281797"	"bkdC"	"dihydrolipoyl transacylase, branched-chain alpha-keto acid dehydrogenase E2 component, lipoamide acyltransferase, dihydrolipoyllysine-residue (2-methylpropanoyl) transferase"	0.64
"Q54U83"	"DDB_G0281219"	"DDB_G0281219"	"Nucleoside diphosphate-linked moiety X motif 6"	0.64
"Q54WS0"	"DDB_G0279473"	"DDB_G0279473"	"NADH:flavin oxidoreductase/NADH oxidase domain-containing protein"	0.64
"Q54WZ0"	"DDB_G0279311"	"cdc5l"	"myb domain-containing protein"	0.64
"Q54XW5"	"DDB_G0278551"	"DDB_G0278551"	""	0.64
"Q54Z09"	"DDB_G0277975"	"rpl14"	"S60 ribosomal protein L14"	0.64
"Q54ZI7"	"DDB_G0277561"	"dynC"	"putative dynactin 22 kDa subunit"	0.64
"Q54ZP3"	"DDB_G0277535"	"rgn"	"senescence marker protein-30 family protein, regucalcin"	0.64
"Q558Y7"	"DDB_G0272861"	"cosA"	"actin regulatory protein costars"	0.64
"Q7KWR8"	"DDB_G0276291"	"DDB_G0276291"	""	0.64
"O00910"	"DDB_G0281381"	"dstA"	"signal transducer and activator of transcription (STAT) family protein DstA"	0.65
"P34140"	"DDB_G0277867"	"rab1B"	"Rab GTPase 1B"	0.65
"Q54E95"	"DDB_G0291734"	"ppil3"	"cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase)"	0.65
"Q54F95"	"DDB_G0290995"	"DDB_G0290995"	"Stomatin-like protein 3"	0.65
"Q54GU2"	"DDB_G0289921"	"DDB_G0289921"	""	0.65
"Q54J13"	"DDB_G0288379"	"DDB_G0288379"	"cortactin family protein"	0.65
"Q54JI0"	"DDB_G0288039"	"DDB_G0288039"	"Diphosphoinositol polyphosphate phosphohydrolase 3-beta"	0.65
"Q54KF3"	"DDB_G0287371"	"ada"	"adenosine deaminase"	0.65
"Q54MF0"	"DDB_G0286003"	"DDB_G0286003"	"leucine-rich repeat-containing protein (LRR)"	0.65
"Q54P23"	"DDB_G0284847"	"DDB_G0284847"	"MIR domain-containing protein"	0.65
"Q54PJ6"	"DDB_G0348374"	"DDB_G0348374"	""	0.65
"Q54Q75"	"DDB_G0284065"	"rapgap9"	"RapGAP/RanGAP domain-containing protein 9"	0.65
"Q54QH0"	"DDB_G0283835"	"rae1"	"WD40 repeat-containing protein, putative mRNA export protein"	0.65
"Q54R48"	"DDB_G0283409"	"DDB_G0283409"	""	0.65
"Q54S83"	"DDB_G0282615"	"midA"	"NADH dehydrogenase [ubiquinone] complex 1 assembly factor 7"	0.65
"Q54T65"	"DDB_G0282073"	"gxcG"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein"	0.65
"Q54TK4"	"DDB_G0281809"	"DDB_G0281809"	"RapGAP/RanGAP domain-containing protein"	0.65
"Q54VN8"	"DDB_G0280225"	"DDB_G0280225"	"unknown"	0.65
"Q54W83"	"DDB_G0279837"	"lsm1"	"LSM (like-Sm) domain-containing protein"	0.65
"Q54YW8"	"DDB_G0278039"	"rpb8"	"RNA polymerase II core subunit, RNA polymerase I core subunit, RNA polymerase III core subunit"	0.65
"Q557F2"	"DDB_G0273145"	"DDB_G0273145"	""	0.65
"Q559A9"	"DDB_G0272981"	"pks13"	"putative polyketide synthase, beta-ketoacyl synthase family protein"	0.65
"Q55BE3"	"DDB_G0271376"	"DDB_G0271376"	""	0.65
"Q55D68"	"DDB_G0269768"	"cnrI"	"SET domain-containing protein, putative cell number regulator"	0.65
"Q55D90"	"DDB_G0269742"	"cdsA"	"phosphatidate cytidylyltransferase"	0.65
"Q55DB6"	"DDB_G0269712"	"ahsa"	"activator of Hsp90 ATPase family protein"	0.65
"Q55ED6"	"DDB_G0269282"	"DDB_G0269282"	"ATP-dependent protease hslV"	0.65
"Q55F28"	"DDB_G0269050"	"DDB_G0269050"	""	0.65
"Q8T1P1"	"DDB_G0273453"	"DDB_G0273453"	"unknown"	0.65
"Q94490"	"DDB_G0284865"	"ubcB"	"ubiquitin-conjugating enzyme E2"	0.65
"P42530"	"DDB_G0292552"	"dscE"	"discoidin II"	0.66
"P46800"	"DDB_G0275045"	"gpbB"	"Guanine nucleotide-binding protein subunit beta-like protein"	0.66
"P90526"	"DDB_G0293000"	"rps3"	"40S ribosomal protein S3"	0.66
"Q54BU1"	"DDB_G0293424"	"DDB_G0293424"	"unknown"	0.66
"Q54CC5"	"DDB_G0293052"	"eif3E"	"eukaryotic translation initiation factor 3 (eIF3) subunit E"	0.66
"Q54ET9"	"DDB_G0291654"	"DDB_G0291654"	""	0.66
"Q54FU0"	"DDB_G0290593"	"DDB_G0290593"	"unknown"	0.66
"Q54JG7"	"DDB_G0288071"	"dst4"	"STE20 family protein kinase Dst4"	0.66
"Q54LA6"	"DDB_G0286745"	"DDB_G0286745"	""	0.66
"Q54N48"	"DDB_G0285507"	"clp1"	"pre-mRNA cleavage complex subunit"	0.66
"Q54N59"	"DDB_G0285485"	"DDB_G0285485"	"P-loop containing nucleoside triphosphate hydrolase family protein"	0.66
"Q54P29"	"DDB_G0284853"	"DDB_G0284853"	"RING zinc finger-containing protein, B-box zinc finger-containing protein, PHR domain-containing protein"	0.66
"Q54RD2"	"DDB_G0283193"	"DDB_G0283193"	""	0.66
"Q54RN2"	"DDB_G0283019"	"DDB_G0283019"	"BRCA2 repeat-containing protein"	0.66
"Q54TR8"	"DDB_G0281795"	"nacB"	"nascent polypeptide-associated complex NAC domain-containing protein"	0.66
"Q54UQ4"	"DDB_G0280893"	"rbsk"	"ribokinase, ATP:D-ribose 5-phosphotransferase"	0.66
"Q54WK0"	"DDB_G0279611"	"DDB_G0279611"	"sterol desaturase family protein"	0.66
"Q552A1"	"DDB_G0276247"	"DDB_G0276247"	"unknown"	0.66
"Q553S7"	"DDB_G0275355"	"pccA"	"propionyl-CoA carboxylase, propanoyl-CoA:carbon dioxide ligase alpha subunit"	0.66
"Q55CJ9"	"DDB_G0270028"	"DDB_G0270028"	"aldehyde dehydrogenase, putative NAD-dependent aldehyde dehydrogenase"	0.66
"Q55CR0"	"DDB_G0269942"	"DDB_G0269942"	"vesicle-trafficking protein"	0.66
"Q55EH9"	"DDB_G0268892"	"DDB_G0268892"	"unknown"	0.66
"Q55FY3"	"DDB_G0267908"	"DDB_G0267908"	""	0.66
"Q55G08"	"DDB_G0268534"	"DDB_G0268534"	""	0.66
"Q86A08"	"DDB_G0275495"	"cepE"	"centrosomal protein 91 kDa"	0.66
"Q8I0F4"	"DDB_G0288375"	"lis1"	"Lissencephaly-1 homolog"	0.66
"Q8T2U3"	"DDB_G0275107"	"DDB_G0275107"	"UPF0214 protein yfeW"	0.66
"P07830"	"DDB_G0274599"	"act13"	"actin"	0.67
"Q54C02"	"DDB_G0293306"	"uba5"	"UBA/THIF-type NAD/FAD binding fold-containing protein, E1-like enzyme family protein"	0.67
"Q54EY2"	"DDB_G0291271"	"eif2b2"	"translation initiation factor eIF-2B beta subunit"	0.67
"Q54GD8"	"DDB_G0290223"	"DDB_G0290223"	"pmp22 family protein"	0.67
"Q54HN5"	"DDB_G0289337"	"DDB_G0289337"	""	0.67
"Q54JH9"	"DDB_G0288041"	"DDB_G0288041"	""	0.67
"Q54NB2"	"DDB_G0285365"	"DDB_G0285365"	""	0.67
"Q54PI5"	"DDB_G0284557"	"DDB_G0284557"	"gluconokinase, gluconate kinase"	0.67
"Q54SN4"	"DDB_G0282339"	"rpa5"	"RNA polymerase III subunit, RNA polymerase I subunit"	0.67
"Q54WP3"	"DDB_G0279519"	"mrpl22"	"ribosomal protein L22, mitochondrial"	0.67
"Q54X76"	"DDB_G0279155"	"DDB_G0279155"	""	0.67
"Q555D2"	"DDB_G0274915"	"DDB_G0274915"	"unknown"	0.67
"Q55A45"	"DDB_G0272320"	"snrpb"	"putative small nuclear ribonucleoparticle-associated protein, LSM (like-Sm) domain-containing protein"	0.67
"Q55FI1"	"DDB_G0268104"	"gabT"	"4-aminobutyrate aminotransferase"	0.67
"Q86I66"	"DDB_G0275035"	"zizA"	"DOCK family protein, putative guanine nucleotide exchange factor (GEF)"	0.67
"Q86IZ9"	"DDB_G0274325"	"ddx52"	"putative RNA helicase, DEAD/DEAH box helicase"	0.67
"B0G0Y7"	"DDB_G0268646"	"DDB_G0268646"	"unknown"	0.68
"C7G036"	"DDB_G0285243"	"DDB_G0285243"	"putative splicing endonuclease"	0.68
"Q54D10"	"DDB_G0292588"	"rer1"	"retention in endoplasmic reticulum 1 homolog"	0.68
"Q54DL0"	"DDB_G0292146"	"DDB_G0292146"	""	0.68
"Q54FB6"	"DDB_G0291049"	"ost2"	"dolichyl-diphosphooligosaccharide-protein glycotransferase subunit Ost2"	0.68
"Q54FI6"	"DDB_G0290821"	"DDB_G0290821"	""	0.68
"Q54IG0"	"DDB_G0288865"	"DDB_G0288865"	"Uncharacterized N-acetyltransferase yjgM"	0.68
"Q54JX6"	"DDB_G0287749"	"DDB_G0287749"	""	0.68
"Q54KI0"	"DDB_G0287333"	"eif3J"	"eukaryotic translation initiation factor 3 (eIF3) subunit J"	0.68
"Q54M86"	"DDB_G0286181"	"romo1"	"reactive oxygen species modulator"	0.68
"Q54MR6"	"DDB_G0285709"	"DDB_G0285709"	"heat shock protein Hsp70 family protein"	0.68
"Q54P57"	"DDB_G0284779"	"DDB_G0284779"	""	0.68
"Q54P95"	"DDB_G0284693"	"DDB_G0284693"	"cytochrome c oxidase subunit VIb"	0.68
"Q54PK6"	"DDB_G0284495"	"ragC"	"Ras-related GTP-binding protein"	0.68
"Q54RJ5"	"DDB_G0283107"	"DDB_G0283107"	"microtubule interacting and transport domain-containing protein (MIT)"	0.68
"Q54V61"	"DDB_G0280595"	"ndufb7"	"NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 7"	0.68
"Q54VW7"	"DDB_G0280093"	"gacGG"	"regulator of chromosome condensation (RCC1) domain-containing protein, RhoGAP domain-containing protein"	0.68
"Q54XD8"	"DDB_G0278967"	"eif2s3"	"translation initiation factor 2 gamma"	0.68
"Q54Y94"	"DDB_G0278357"	"DDB_G0278357"	""	0.68
"Q54YJ6"	"DDB_G0278205"	"eIF1a"	"eukaryotic translation initiation factor 1A"	0.68
"Q554J3"	"DDB_G0275227"	"DDB_G0275227"	"FKBP-type peptidylprolyl cis-trans isomerase (PPIase)"	0.68
"Q55EM4"	"DDB_G0268828"	"DDB_G0268828"	"unknown"	0.68
"Q9Y0B7"	"DDB_G0272116"	"ppp4c"	"protein phosphatase 4 catalytic subunit"	0.68
"C7G004"	"DDB_G0304475"	"DDB_G0304475"	"heat shock protein DnaJ family protein"	0.69
"Q00766"	"DDB_G0281383"	"glpV"	"glycogen phosphorylase 1"	0.69
"Q1ZXP3"	"DDB_G0271774"	"uqcrh"	"ubiquinol-cytochrome-c reductase hinge protein, ubiquinol-cytochrome-c reductase subunit"	0.69
"Q54IR0"	"DDB_G0288579"	"DDB_G0288579"	"unknown"	0.69
"Q54J98"	"DDB_G0288205"	"gacX"	"RhoGAP domain-containing protein, WD40 repeat-containing protein"	0.69
"Q54MZ9"	"DDB_G0285591"	"cmbl"	"carboxymethylenebutenolidase homolog, dienelactone hydrolase family protein"	0.69
"Q54QR9"	"DDB_G0283601"	"pppA"	"protein phosphatase 2A scaffold subunit"	0.69
"Q54XS1"	"DDB_G0278781"	"pah"	"phenylalanine hydroxylase"	0.69
"Q550P6"	"DDB_G0277047"	"DDB_G0277047"	"Ubiquitin-like modifier-activating enzyme 6"	0.69
"Q555Z2"	"DDB_G0274797"	"aqr"	"intron-binding protein aquarius homolog"	0.69
"Q557I4"	"DDB_G0273419"	"DDB_G0273419"	""	0.69
"Q557J5"	"DDB_G0273457"	"nit1-1"	"nitrilase 1"	0.69
"Q55A19"	"DDB_G0272250"	"rps23"	"40S ribosomal protein S23"	0.69
"Q55DS3"	"DDB_G0269550"	"samm50"	"sorting and assembly machinery component 50 like protein"	0.69
"Q55GS7"	"DDB_G0267534"	"DDB_G0267534"	""	0.69
"Q75JL4"	"DDB_G0276029"	"DDB_G0276029"	"putative CCR4-NOT complex subunit 1"	0.69
"Q86AV9"	"DDB_G0276919"	"pldG"	"glycosylphosphatidylinositol phospholipase D"	0.69
"Q86IC5"	"DDB_G0275509"	"DDB_G0275509"	""	0.69
"Q86IV4"	"DDB_G0274775"	"phdI"	"pleckstrin homology (PH) domain-containing protein"	0.69
"Q8T8M2"	"DDB_G0271142"	"proC"	"profilin III"	0.69
"Q95ZG8"	"DDB_G0274125"	"gpgA"	"G-protein subunit gamma"	0.69
"Q9U1M8"	"DDB_G0274455"	"myoI"	"myosin-I heavy chain"	0.69
"P13651"	"DDB_G0284861"	"eif5a"	"eukaryotic translation initiation factor 5A"	0.7
"Q54CT5"	"DDB_G0292774"	"DDB_G0292774"	"Epoxide hydrolase 2"	0.7
"Q54GL4"	"DDB_G0290083"	"DDB_G0290083"	"phenylacetic acid degradation-related protein"	0.7
"Q54ML1"	"DDB_G0285877"	"nadsyn1"	"glutamine-dependent NAD(+) synthetase, NAD+ synthase (glutamine-hydrolysing)"	0.7
"Q54MT2"	"DDB_G0285679"	"nol5a"	"NOP5 family protein"	0.7
"Q54Q74"	"DDB_G0284067"	"clybl"	"citrate lyase subunit beta-like protein"	0.7
"Q54QS2"	"DDB_G0283663"	"ppiD"	"tetratricopeptide-like helical domain-containing protein (TPR), cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase), peptidylprolyl isomerase"	0.7
"Q54QU5"	"DDB_G0283635"	"wdr89"	"WD40 repeat-containing protein"	0.7
"Q54RW5"	"DDB_G0282873"	"DDB_G0282873"	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM"	0.7
"Q54TP9"	"DDB_G0281627"	"DDB_G0281627"	"Arf GTPase activating protein"	0.7
"Q54Y09"	"DDB_G0278481"	"iliN"	"UPF0027 family protein"	0.7
"Q54Y50"	"DDB_G0278685"	"clmA"	"clathrin assembly protein AP180"	0.7
"Q55CS3"	"DDB_G0269924"	"vps18"	"7-fold repeat in clathrin and VPS proteins repeat-containing protein, Pep3/Vps18/deep orange domain-containing protein"	0.7
"Q55F42"	"DDB_G0269038"	"atp5D"	"ATP synthase F1 delta"	0.7
"Q55FL3"	"DDB_G0268058"	"alrC"	"aldo-keto reductase"	0.7
"Q55FN8"	"DDB_G0268018"	"DDB_G0268018"	"alpha/beta hydrolase family protein"	0.7
"Q75JL2"	"DDB_G0276073"	"recA"	"recombinase A, DNA recombination protein"	0.7
"Q86KX6"	"DDB_G0272348"	"trafI"	"TNF receptor-associated factor I"	0.7
"Q8MTJ7"	"DDB_G0271136"	"gafA"	"GAF domain-containing protein"	0.7
"P05095"	"DDB_G0268632"	"abpA"	"actin binding protein A"	0.71
"P90529"	"DDB_G0269146"	"ifdA"	"eukaryotic translation initiation factor 4A"	0.71
"Q54BE0"	"DDB_G0293674"	"hspH2"	"heat shock 70 protein H2"	0.71
"Q54DD0"	"DDB_G0292266"	"amdA"	"AMP deaminase"	0.71
"Q54HX8"	"DDB_G0289149"	"litaf"	"lipopolysaccharide-induced TNF factor homolog"	0.71
"Q54KA7"	"DDB_G0287459"	"secG"	"putative Arf-guanyl-nucleotide exchange factor SecG"	0.71
"Q54M18"	"DDB_G0286257"	"argC"	"bifunctional mitochondrial protein ArgC"	0.71
"Q54M99"	"DDB_G0286089"	"DDB_G0286089"	"armadillo-like helical domain-containing protein"	0.71
"Q54PF1"	"DDB_G0284601"	"csnk2b"	"putative casein kinase II beta chain (CK2), putative casein kinase II regulatory subunit"	0.71
"Q54PQ7"	"DDB_G0284381"	"DDB_G0284381"	"peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)"	0.71
"Q54Q54"	"DDB_G0284087"	"DDB_G0284087"	""	0.71
"Q54ST3"	"DDB_G0282237"	"DDB_G0282237"	"DDT domain-containing protein"	0.71
"Q54T81"	"DDB_G0281933"	"nola4"	"H/ACA ribonucleoprotein complex subunit 4"	0.71
"Q54TJ9"	"DDB_G0281705"	"DDB_G0281705"	""	0.71
"Q54VI2"	"DDB_G0280393"	"DDB_G0280393"	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, CCHC-type zinc finger-containing protein"	0.71
"Q54WH4"	"DDB_G0279723"	"med17"	"putative mediator complex subunit 17"	0.71
"Q54Z72"	"DDB_G0277797"	"sec24l"	"putative transport protein"	0.71
"Q553D3"	"DDB_G0275679"	"gxcJJ"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein"	0.71
"Q559E5"	"DDB_G0272913"	"DDB_G0272913"	"putative alanyl-tRNA synthetase"	0.71
"Q55BS3"	"DDB_G0270390"	"DDB_G0270390"	""	0.71
"Q55DZ0"	"DDB_G0269466"	"DDB_G0269466"	"BSD domain-containing protein"	0.71
"Q55EB8"	"DDB_G0269312"	"DDB_G0269312"	"unknown"	0.71
"Q869K3"	"DDB_G0275663"	"ippA"	"inositol polyphosphate phosphatase A"	0.71
"Q869U7"	"DDB_G0276415"	"rps18"	"40S ribosomal protein S18"	0.71
"Q86AW9"	"DDB_G0277743"	"guaD"	"guanine deaminase"	0.71
"Q86IW8"	"DDB_G0274791"	"commd5"	"COMM domain-containing protein 5"	0.71
"Q86IX1"	"DDB_G0274593"	"dst1"	"STE20 family protein kinase Dst1"	0.71
"Q86KL9"	"DDB_G0277599"	"DDB_G0277599"	""	0.71
"Q8T154"	"DDB_G0274559"	"udkB"	"uridine kinase"	0.71
"B0G106"	"DDB_G0272418"	"DDB_G0272418"	"thioredoxin fold domain-containing protein"	0.72
"Q54EF2"	"DDB_G0291556"	"prmt1"	"protein arginine methyltransferase"	0.72
"Q54GL5"	"DDB_G0290081"	"sort1"	"PDZ domain-containing protein, sortilin"	0.72
"Q54I79"	"DDB_G0288937"	"arpA"	"alpha-centractin, polyphosphate kinase component, poly P kinase component, actin related protein 1"	0.72
"Q54IB7"	"DDB_G0288873"	"pich"	"polo-interacting checkpoint helicase"	0.72
"Q54J50"	"DDB_G0288295"	"rpl12"	"S60 ribosomal protein L12"	0.72
"Q54JL1"	"DDB_G0287981"	"act33"	"actin"	0.72
"Q54KM0"	"DDB_G0287261"	"gphn"	"gephyrin"	0.72
"Q54NC5"	"DDB_G0285395"	"snrpD2"	"LSM (like-Sm) domain-containing protein, putative small nuclear ribonucleoprotein D2"	0.72
"Q54SC9"	"DDB_G0282539"	"nagB"	"beta-N-acetylhexosaminidase, glycoside hydrolase family 20 protein, beta-hexosaminidase, N-acetylglucosaminidase"	0.72
"Q54SJ8"	"DDB_G0282423"	"ponD"	"putative actin binding protein, ponticulin-related protein"	0.72
"Q54SV8"	"DDB_G0282191"	"polA1"	"DNA polymerase alpha catalytic subunit, DNA polymerase alpha-primase"	0.72
"Q54XA6"	"DDB_G0279093"	"DDB_G0279093"	"Kelch repeat-containing protein, BTB/POZ domain-containing protein, potassium channel tetramerization domain-containing protein, putative actin binding protein"	0.72
"Q54Z22"	"DDB_G0277955"	"nup43"	"nucleoporin 43"	0.72
"Q552P9"	"DDB_G0275933"	"DDB_G0275933"	"CMC1 family protein, putative cytochrome c oxidase assembly protein"	0.72
"Q553L4"	"DDB_G0275809"	"msh2"	"mutS homolog, DNA mismatch repair protein"	0.72
"Q55GQ5"	"DDB_G0267420"	"sodA"	"superoxide dismutase"	0.72
"Q869S8"	"DDB_G0274447"	"psmG2"	"proteasome assembly chaperone 2"	0.72
"Q86AU4"	"DDB_G0274239"	"eIF1"	"eukaryotic translation initiation factor 1, translation initiation factor SUI1"	0.72
"Q8T6B8"	"DDB_G0285997"	"abcF1"	"ABC transporter-related protein"	0.72
"P90521"	"DDB_G0274111"	"pfkA"	"6-phosphofructokinase"	0.73
"Q54ER6"	"DDB_G0291376"	"adi1"	"ARD/ARD' family protein, acireductone dioxygenase 1"	0.73
"Q54I90"	"DDB_G0288875"	"ndufv1"	"ubiquinone oxidoreductase, NADH dehydrogenase ubiquinone flavoprotein 1, NADH-ubiquinone oxidoreductase"	0.73
"Q54LP4"	"DDB_G0286517"	"mlysS"	"leucyl-tRNA synthetase, lysine-tRNA ligase, putative mitochondrial leucyl-tRNA synthetase, putative mitochondrial lysine-tRNA ligase"	0.73
"Q54LU1"	"DDB_G0286455"	"nxf"	"putative nuclear RNA export factor"	0.73
"Q54MH9"	"DDB_G0285961"	"rfc1"	"replication factor C subunit 1"	0.73
"Q54RS2"	"DDB_G0282957"	"DDB_G0282957"	"unknown"	0.73
"Q54S17"	"DDB_G0282713"	"DDB_G0282713"	"unknown"	0.73
"Q54TD9"	"DDB_G0281837"	"DDB_G0281837"	"UPF0436 family protein"	0.73
"Q54VT9"	"DDB_G0280143"	"DDB_G0280143"	"Rab escort protein (REP), Rab proteins geranylgeranyltransferase component A"	0.73
"Q54VZ4"	"DDB_G0279997"	"rpl18"	"S60 ribosomal protein L18"	0.73
"Q551D4"	"DDB_G0276623"	"DDB_G0276623"	"Ankyrin repeat-containing protein YGL242C"	0.73
"Q559Z4"	"DDB_G0272394"	"ndufa5"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"	0.73
